100; 662; 285; 908567
100; 706; 268; 843404
100; 702; 306; 737280
100; 717; 334; 626968
100; 632; 266; 1155724
100; 640; 288; 721455
100; 741; 271; 598109
100; 705; 244; 530618
100; 665; 292; 478021
100; 845; 221; 569716
200; 1775; 601; 761484
200; 1642; 647; 522240
200; 1689; 633; 577164
200; 1605; 635; 670720
200; 1557; 639; 457542
200; 1666; 602; 491055
200; 1717; 598; 676305
200; 1545; 617; 1120815
200; 1618; 617; 731229
200; 1679; 711; 508742
300; 2950; 899; 870400
300; 2829; 1513; 825250
300; 2584; 1119; 827578
300; 2778; 996; 751709
300; 2873; 982; 674443
300; 2820; 946; 1144553
300; 2810; 969; 1451752
300; 2778; 952; 1131054
300; 2625; 1156; 1118953
300; 2934; 1026; 1106385
400; 3701; 1680; 1394036
400; 3689; 1404; 664204
400; 3806; 1403; 615797
400; 3726; 1660; 620916
400; 3991; 1513; 1046807
400; 4286; 1664; 736814
400; 3812; 1343; 594851
400; 4304; 1507; 721455
400; 4053; 1393; 394706
400; 4036; 1424; 623244
500; 4865; 2026; 468713
500; 5372; 1745; 575767
500; 5160; 1836; 509208
500; 5873; 1946; 563200
500; 5573; 2196; 562734
500; 4939; 1936; 559941
500; 5200; 2006; 511069
500; 4786; 1884; 673513
500; 5577; 1672; 637207
500; 4795; 1922; 480349
600; 6576; 2353; 630226
600; 6517; 2247; 649309
600; 6212; 2318; 588335
600; 6577; 2231; 628363
600; 6065; 2390; 577164
600; 5955; 2558; 571578
600; 6309; 2240; 593455
600; 6106; 2359; 678167
600; 6744; 2062; 630691
600; 5995; 2272; 856902
700; 8077; 2736; 1089164
700; 8235; 3060; 829906
700; 8191; 2578; 812218
700; 7773; 2502; 754967
700; 9305; 2724; 1121745
700; 7805; 2464; 843403
700; 7124; 2714; 693527
700; 7542; 2463; 737280
700; 8122; 2758; 899723
700; 7909; 2723; 581818
800; 8876; 3242; 569716
800; 9010; 3225; 667928
800; 9402; 3067; 616727
800; 9312; 3456; 907171
800; 9196; 3069; 589730
800; 8786; 3392; 611607
800; 9839; 3550; 1015622
800; 8866; 3252; 597178
800; 8936; 3925; 593454
800; 9626; 3592; 990487
900; 9716; 3909; 1052858
900; 10024; 3420; 690734
900; 10876; 3551; 802909
900; 9397; 3634; 626967
900; 12150; 3725; 770793
